Name,Genres,Budget(USD)_Inflated,Domestic(USD)_Inflated,Domestic_Percentage,Foreign(USD)_Inflated,Foreign_Percentage,Worldwide(USD)_Inflated,Runtime(mins),Rating,Audience_Score,Critics_Score,plot_summary,Month,Day,Year,Foreign_higher,emotion,emotion_score,drama,comedy,thriller,action,adventure,romance film,horror,fantasy,mystery,crime,indie,biography,family,sci-fi,period piece,animation,teen,film adaptation,musical,history,coming of age,sports,war,Worldwide_profit
jack the giant slayer,"action, adventure, fantasy",247577884.9306846,82764148.07405718,0.3297505863329224,168225998.73495236,0.6702494136670776,250990146.80900955,114,pg-13,0.55,0.52,"When young farmhand Jack (Nicholas Hoult) unwittingly opens a portal between his realm and a race of giants, it rekindles an ancient war. Roaming Earth for the first time in centuries, the fearsome giants seek to reclaim the land they lost long ago. Jack has to face an army of foes that he thought existed only in legend, but through his arduous fight for the kingdom and its people, he may win the love of a brave princess, perhaps becoming a legend himself.",Mar,1,2013,1,neutral,0.51115882396698,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0137825794871795
jackass 3d,"comedy, action, sports",27040982.67352795,158500303.5097509,0.6828153334737488,73627324.18044439,0.3171846665262512,232127627.6901953,94,r,0.69,0.67,"Johnny Knoxville, Bam Margera, Steve-O, Wee Man and the rest of their fearless and foolhardy friends take part in another round of outrageous pranks and stunts. In addition to standing in the path of a charging bull, launching themselves into the air and crashing through various objects, the guys perform in segments such as ""Sweatsuit Cocktail,"" ""Beehive Tetherball"" and ""Lamborghini Tooth Pull.""",Oct,15,2010,0,neutral,0.6699579358100891,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.58428965
jackass presents: bad grandpa,comedy,19044452.68697574,129506111.28494585,0.6339409890127667,74781217.55085807,0.3660590109872332,204287328.8358039,92,r,0.6,0.62,"Irascible Irving Zisman (Johnny Knoxville) and his young and impressionable grandson, Billy (Jackson Nicoll), set out on a road trip across America. Hidden cameras capture their insane and shocking encounters with a diverse set of unsuspecting citizens, including male strippers, disgruntled contestants (and their mothers) from a children's beauty pageant, mourners at a funeral home, patrons at a biker bar and more. Based on the ""Jackass"" TV series.",Oct,25,2013,0,anger,0.3420342206954956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.726867933333333
jackass: the movie,"comedy, action, sports",8123954.858665965,104445320.17973629,0.8083707274135502,24759408.093784723,0.1916292725864496,129204728.27352102,85,r,0.75,0.49,"In this comedic documentary, Johnny Knoxville heads a crew of stuntmen, skateboarders and all-around lunatics as they prank, embarrass and torture each other in the name of fun. The antics range from childlike -- the boys don panda suits for a romp through Tokyo -- to grotesque and life-threatening. A golf cart demolition derby turns downright dangerous. Live gators nearly chomp maniac Steve-O. Filmmaker Spike Jonze and Knoxville, in heavy makeup, test the public's patience for the elderly.",Oct,18,2002,0,disgust,0.7933670878410339,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.9041662
jackie,"drama, biography",10938142.786655784,16966753.65888585,0.4688125226633897,19224160.27510068,0.5311874773366101,36190913.93398654,100,r,0.6,0.88,"After her husband's assassination, Jackie Kennedy's (Natalie Portman) world is completely shattered. Traumatized and reeling with grief, over the course of the next week she must confront the unimaginable: consoling their two young children, vacating the home she painstakingly restored, and planning her husband's funeral. Jackie quickly realizes that the next seven days will determine how history will define her husband's legacy - and how she herself will be remembered.",Jan,27,2017,1,sadness,0.8539853692054749,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.308689111111111
jane got a gun,"drama, action",30414963.692895666,1841678.365342384,0.493489063354209,1890275.394330893,0.506510936645791,3731953.759673277,98,r,0.38,0.42,"Panic strikes Jane Hammond (Natalie Portman) when her outlaw husband John returns to their farm with bullet wounds. Expecting the worst, she brings her young daughter to safety and travels to the home of Dan Frost (Joel Edgerton), a boozing ex-lover who may be her only hope. With Dan now on her side, Jane prepares for a showdown with the vengeful John Bishop and his gang of thugs. Looking to settle an old score, Bishop must now contend with the gun-toting Jane and her new partner.",Jan,29,2016,1,fear,0.946169912815094,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12270123999999999
jason bourne,"thriller, action",145841903.82207713,197414530.005132,0.3900830567856512,308668793.9717162,0.6099169432143488,506083323.9768482,123,pg-13,0.55,0.55,"It's been 10 years since Jason Bourne (Matt Damon) walked away from the agency that trained him to become a deadly weapon. Hoping to draw him out of the shadows, CIA director Robert Dewey assigns hacker and counterinsurgency expert Heather Lee to find him. Lee suspects that former operative Nicky Parsons is also looking for him. As she begins tracking the duo, Bourne finds himself back in action battling a sinister network that utilizes terror and technology to maintain unchecked power.",Jul,29,2016,1,fear,0.7278243899345398,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.470081716666666
jason x,"thriller, adventure, horror, sci-fi, teen",24256573.388541903,22734568.70209207,0.7740509295828089,6636326.4589606365,0.2259490704171911,29370895.161052708,92,r,0.25,0.2,"The year is 2455. The Place is Old Earth. Once the shimmering blue jewel of the galaxy, Old Earth is now a contaminated planet abandoned for centuries. Yet humans have returned to the deadly place that they once fled. Not to live, but to research the ancient rusting artifacts of the bygone civilizations that caused this environmental disaster. And little does the most recent landing party of intrepid young explorers realize the fate that awaits them.",Apr,26,2002,0,disgust,0.425972431898117,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.2108427142857143
jay and silent bob reboot,comedy,10983709.22586112,5040962.365499735,0.970247100139782,154582.52690292423,0.0297528998602181,5195544.892402659,95,r,0.93,0.67,Jay and Silent Bob embark on a cross-country mission to stop Hollywood from filming a reboot based on them.,Oct,15,2019,0,neutral,0.7096331119537354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4730228
jay and silent bob strike back,comedy,38117472.46770871,52125898.29361224,0.890404985343831,6415887.9178427225,0.109595014656169,58541786.21145496,104,r,0.75,0.52,"When Jay and Silent Bob learn that a Bluntman and Chronic movie is being made featuring their comic book counterparts, they drool at the thought of fat movie checks rolling in. But when the pair find that there won't be any royalties coming their way, they set out to sabotage the flick at all costs.",Aug,24,2001,0,anger,0.7025147080421448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5358255
jeepers creepers,"horror, mystery, teen",17326123.848958503,65673243.04425967,0.6400808885316539,36928231.58328959,0.3599191114683461,102601474.62754925,90,r,0.49,0.46,"After making a horrific discovery in the basement of an old abandoned church, Trish (Gina Philips) and her brother Darry (Justin Long) watch their routine road trip home from college turn into a heart-stopping race for their lives. They find themselves the chosen prey of an indestructible force that relentlessly pursues them and gives a new and chilling meaning to the old song ""Jeepers Creepers.""",Aug,31,2001,0,fear,0.9324339032173156,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.9217789
jeepers creepers 2,horror,25776622.915387176,54081201.695700586,0.5652252156826464,41599599.85945372,0.4347747843173535,95680801.55515432,106,r,0.38,0.25,"After his son is set upon by a scarecrow that seems to have come alive, farmer Jack Taggart Sr. (Ray Wise) and his son, Jack Taggart Jr. (Luke Edwards), go looking for an explanation. Meanwhile, a bus carrying high-school students breaks down nearby, and a creature known as the Creeper (Jonathan Breck) starts a killing spree. The elder Taggart soon realizes that the killings and the attack on his son are connected, and, after alerting the community to be on guard, he aims to pummel the Creeper.",Aug,29,2003,0,fear,0.5377963185310364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7119215294117653
"jeff, who lives at home","drama, comedy",13315656.489422636,5685021.002300973,0.9074700351155224,579671.8055196846,0.0925299648844775,6264692.807820657,83,r,0.62,0.77,"When Jeff (Jason Segel) leaves his mother's basement to buy wood glue at the store, he looks for signs from the universe to determine his path. However, a series of unexpected and amusing events leads him to cross paths with his family, especially his brother (Ed Helms), in the strangest of circumstances and locations. If Jeff is very lucky and universally blessed, he will find the meaning of his life... and remember to buy the wood glue as well.",Mar,16,2012,0,neutral,0.4479049742221832,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4704757
jem and the holograms,"drama, adventure, romance film, fantasy, family, sci-fi, musical",6082992.738579133,2657829.851281903,0.9361335982078122,181326.71394575768,0.0638664017921878,2839156.565227661,118,pg,0.4,0.22,"Teenager Jerrica (Aubrey Peeples) is an extremely shy but talented singer-songwriter whose dreams of stardom come true when she forms the group Jem and the Holograms. Other members include her younger sister Kimber (Stefanie Scott) on keyboards, drummer Shana (Aurora Perrineau) and bassist Aja (Hayley Kiyoko). With help from Rio (Ryan Guzman), the son of the CEO (Juliette Lewis) of Starlight Music, the four young band members find their own voice while taking the world by storm.",Oct,23,2015,0,fear,0.6405055522918701,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.4667368
jennifer's body,"comedy, horror, teen",21810200.427932937,22089361.451447792,0.5072970470489351,21453887.1835418,0.4927029529510649,43543248.63498959,102,r,0.35,0.46,"When a demon takes possession of her, high-school hottie Jennifer (Megan Fox) turns a hungry eye on guys who never stood a chance with her before. While evil Jennifer satisfies her appetite for human flesh with the school's male population, her nerdy friend, Needy (Amanda Seyfried), learns what's happening and vows to put an end to the carnage.",Sep,18,2009,0,disgust,0.7164365649223328,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.9964625625
jersey boys,"drama, biography, musical",50014588.34016615,58825924.69573613,0.6954780545890473,25757512.99518557,0.3045219454109525,84583437.69092171,134,r,0.62,0.51,"In the 1960s, four scrappy young men from New Jersey -- Frankie Valli (John Lloyd Young), Bob Gaudio (Erich Bergen), Nick Massi (Michael Lomenda) and Tommy DeVito (Vincent Piazza) -- have the magic sound that propels them from singing under streetlights to singing in spotlights. With songs like ""Sherry,"" ""Big Girls Don't Cry"" and ""Walk Like a Man,"" the quartet finds itself at the top of the charts. However, personal and professional problems threaten to tear the group apart.",Jun,20,2014,0,fear,0.9321675300598145,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.6911753250000001
jersey girl,"drama, comedy, romance film",52320372.551256016,37772553.94067507,0.6816674754021356,17639439.88870917,0.3183325245978644,55411993.829384245,102,pg-13,0.48,0.42,"Ollie Trinke (Ben Affleck) is young and at the top of his game as a music promoter. He is both a workaholic and a silver-tongued expert at manipulating the press. At a company Christmas party, Ollie meets Gertrude Steiney (Jennifer Lopez), a book editor for a New York publishing house. They are instantly attracted to each other, and begin a whirlwind romance that changes the course of his personal and professional life.",Mar,26,2004,0,neutral,0.5018596649169922,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0590902
jexi,"comedy, romance film",5491854.6129305605,7190110.70022538,0.617496517115586,4453858.943217161,0.382503482884414,11643969.64344254,84,r,0.71,0.23,"Phil has a major dependency issue -- he's addicted to his cellphone. He has no friends and his love life is nonexistent. Forced to upgrade to a new phone, Phil soon learns that the latest model comes with Jexi -- an artificial intelligence life coach, virtual assistant and cheerleader. With its help, he begins to get a real life. But as he becomes less dependent on the phone, Jexi starts to morph into a tech nightmare that's determined to keep Phil all to itself.",Oct,11,2019,0,neutral,0.6211116313934326,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1202253999999994
jigsaw,horror,11661433.223028908,44375055.93151376,0.3651086323631138,77164266.88400695,0.6348913676368863,121539322.8155207,91,r,0.88,0.32,"After a series of murders bearing all the markings of the Jigsaw killer, law enforcement officials find themselves chasing the ghost of a man who has been dead for over a decade, and they become embroiled in a new game that's only just begun. Is John Kramer back from the dead to remind the world to be grateful for the gift of life? Or is this a trap set by a killer with designs of his own?",Oct,27,2017,1,neutral,0.7911033034324646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4223315
jimi: all is by my side,drama,6251823.542520769,426263.0831408596,0.3677279267890158,732917.5286309203,0.6322720732109843,1159180.6117717798,116,r,0.36,0.64,"In 1966, an unknown guitarist named James Hendrix (André Benjamin) leaves New York for London, changes his name to Jimi and begins to make his mark in the world of rock music.",Sep,26,2014,1,neutral,0.7457473874092102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1854148
jimmy neutron: boy genius,adventure,43315309.62239626,140231117.95000383,0.7858456072972122,38215025.47542788,0.2141543927027877,178446143.42543173,83,g,0.53,0.74,"""Jimmy Neutron: Boy Genius"" tells the simple story of a 10-year-old boy and his robot dog - battling evil, rescuing his parents, saving the Earth - and returning home in time for dinner. Jimmy's always inventing gadgets to make his life in Retroville more interesting. A boy genius with real kid emotions, Jimmy sometimes fantasizes about life on his own. But when the parents of Jimmy's hometown are kidnapped by invading aliens, he quickly discovers that things aren't so great when they're gone.",Dec,21,2001,0,neutral,0.8445350527763367,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11970144
jobs,"drama, biography",22853343.22437089,20480924.967947155,0.3716699366384644,34624217.92626984,0.6283300633615357,55105142.894216985,128,pg-13,0.4,0.27,"College dropout Steve Jobs (Ashton Kutcher), together with his friend, technical whiz-kid Steve Wozniak (Josh Gad), sparks a revolution in home computers with the invention of the Apple 1 in 1976. Built in the garage of Jobs' parents, the device -- and the subsequent formation of Apple Inc. -- have changed the world for all time. Though he is viewed as a visionary, Jobs' tenure as Apple's leader is a rocky one, leading to his eventual ouster from the company he co-founded.",Aug,16,2013,1,sadness,0.682927668094635,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.411250833333333
joe dirt,"comedy, action, adventure, romance film, mystery",27721798.158333607,46932475.8352814,0.8741435915126956,6757188.301093817,0.1258564084873044,53689664.13637522,91,pg-13,0.64,0.09,"He's the wrong person, at the wrong place, at the wrong time. Joe Dirt (David Spade) is a janitor with a mullet hairdo, acid-washed jeans and a dream -- to find the parents that he lost at the Grand Canyon when he was eight. As his wandering, misguided search takes him from one misadventure to another, he finds his way to Los Angeles, where a shock-jock (Dennis Miller) brings Joe on the radio to insult him. But as Joe's story unfolds, jeers turn to cheers, and an entire city is captivated.",Apr,11,2001,0,neutral,0.6132339239120483,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9367309375
joe somebody,"drama, comedy, romance film",65839270.62604232,39454435.88406405,0.9288190957602412,3023626.9208037555,0.0711809042397588,42478062.80486781,98,pg,0.28,0.21,"Tim Allen plays Joe, a divorced, corporate everyman whose dead-end personal and professional lives are turned around after the office bully publicly humiliates him in front of Joe's daughter. As Joe trains for a rematch - and gives himself a makeover - he begins an unexpected ascent up the corporate ladder. Eventually, Joe realizes he doesn't need revenge or to become someone else to earn his daughter's respect and win the heart of a co-worker.",Dec,21,2001,0,neutral,0.5052377581596375,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6451782105263157
john carter,"action, adventure, fantasy, sci-fi",359903248.2390585,95640165.6914136,0.2571912841280908,276223779.91485065,0.7428087158719091,371863945.6062643,132,pg-13,0.6,0.52,"When Civil War veteran John Carter (Taylor Kitsch) mysteriously awakes on the surface of Mars -- also called Barsoom -- he little expects the adventure that awaits him. Carter reluctantly becomes embroiled in an epic conflict among the red planet's inhabitants, including Tars Tarkas (Willem Dafoe) and Princess Dejah Thoris (Lynn Collins). As Barsoom is poised on the brink of collapse, war-weary Carter rediscovers his humanity when he realizes that everyone's fate is in his hands.",Mar,9,2012,1,fear,0.746021568775177,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.033233090909091
john q,"drama, thriller",58492474.98239495,116589804.05004632,0.6969602843724692,50693478.31807562,0.3030397156275308,167283282.36812195,116,pg-13,0.78,0.26,"Story centers on a man whose nine-year-old son is in desperate need of a life-saving transplant. When he discovers that his medical insurance won't cover the costs of the surgery and alternative government aid is unavailable, John Q. Archibald (Denzel Washington) takes a hospital emergency room hostage in a last-ditch attempt to save his child.",Feb,15,2002,0,sadness,0.2807305455207824,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8599111666666666
john q.,thriller,58492474.98239495,115403428.80142494,0.6947957719549616,50693478.31807562,0.3052042280450385,166096907.11950055,118,pg-13,0.78,0.26,"Story centers on a man whose nine-year-old son is in desperate need of a life-saving transplant. When he discovers that his medical insurance won't cover the costs of the surgery and alternative government aid is unavailable, John Q. Archibald (Denzel Washington) takes a hospital emergency room hostage in a last-ditch attempt to save his child.",Feb,15,2002,0,sadness,0.2807305455207824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8396286388888887
john tucker must die,"comedy, romance film, teen",25787312.54283701,58754544.97075036,0.5957127610628402,39874440.0218214,0.4042872389371597,98628984.99257176,89,pg-13,0.69,0.28,"After discovering they are all dating the same same guy (Jesse Metcalfe), three popular students from different cliques band together for revenge, so they enlist the help of a new gal in town and conspire to break the jerk's heart, while destroying his reputation.",Jul,28,2006,0,anger,0.720367968082428,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.824709722222222
john wick,"thriller, action, crime",37510941.25512461,53812990.01442487,0.5003639796265348,53734699.67856659,0.4996360203734651,107547689.69299148,101,r,0.81,0.86,"Legendary assassin John Wick (Keanu Reeves) retired from his violent career after marrying the love of his life. Her sudden death leaves John in deep mourning. When sadistic mobster Iosef Tarasov (Alfie Allen) and his thugs steal John's prized car and kill the puppy that was a last gift from his wife, John unleashes the remorseless killing machine within and seeks vengeance. Meanwhile, Iosef's father (Michael Nyqvist) -- John's former colleague -- puts a huge bounty on John's head.",Oct,24,2014,0,sadness,0.9652652740478516,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.867101866666667
john wick: chapter two,action,46645732.89211563,107319218.37858404,0.5364885427492441,92720875.35505842,0.4635114572507559,200040093.7336425,122,r,0.85,0.89,"Retired super-assassin John Wick's plans to resume a quiet civilian life are cut short when Italian gangster Santino D'Antonio shows up on his doorstep with a gold marker, compelling him to repay past favors. Ordered by Winston, kingpin of secret assassin society The Continental, to respect the organization's ancient code, Wick reluctantly accepts the assignment to travel to Rome to take out D'Antonio's sister, the ruthless capo atop the Italian Camorra crime syndicate.",Feb,10,2017,0,neutral,0.5377796292304993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.288497175000001
johnny english,"comedy, thriller, action, adventure, family",68232237.12896605,42580503.46787586,0.1720780310818924,204868303.333102,0.8279219689181075,247448806.8009779,89,pg,0.51,0.32,"Pascal Sauvage (John Malkovich), a villain intent on stealing Britain's Crown Jewels, has murdered the country's top undercover agents, and mediocre spy Johnny English (Rowan Atkinson) is ordered to prevent further mayhem. But even with help from quick-thinking sidekick Bough (Ben Miller), the goofy agent lands himself in one precarious situation after another. Only when he meets up with Interpol crime-fighter Lorna Campbell (Natalie Imbruglia) is Johnny able to chip away at Pascal's defenses.",Jul,18,2003,1,neutral,0.6239920854568481,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6265674000000003
johnny english strikes again,"comedy, action, adventure",28421788.348850995,5016070.475965996,0.0277545981155681,175713279.48901805,0.972245401884432,180729349.9649841,89,pg,0.51,0.37,"The new adventure begins when a cyberattack reveals the identities of all active undercover agents in Britain, leaving Johnny English as the secret service's last hope. Called out of retirement, English dives headfirst into action with the mission to find the mastermind hacker. As a man with few skills and analogue methods, Johnny English must overcome the challenges of modern technology to make this mission a success.",Oct,26,2018,1,neutral,0.4998229742050171,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.358831040000001
johnson family vacation,"comedy, family",17938413.44614492,46645800.61588517,0.9960985032871704,182701.24608119883,0.0039014967128296,46828501.86196637,97,pg-13,0.44,0.06,"Separated from his beautiful wife (Vanessa L. Williams), Nate Johnson (Cedric the Entertainer) wants to make amends with her and spend time with his kids, finding the perfect chance for bonding in a cross-country trip to a family reunion. Convincing them all to join in on the journey, Nate takes the Johnson clan on a trek from California to Missouri, but they encounter various strange situations and eccentrics along the way, including a quirky hitchhiker (Shannon Elizabeth).",Mar,31,2004,0,neutral,0.6651121973991394,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.61051525
jojo rabbit,"drama, comedy, war",15377192.916205568,36653632.81075442,0.3561663947569631,66257908.95827103,0.6438336052430369,102911541.76902544,108,pg-13,0.94,0.8,Jojo is a lonely German boy who discovers that his single mother is hiding a Jewish girl in their attic. Aided only by his imaginary friend -- Adolf Hitler -- Jojo must confront his blind nationalism as World War II continues to rage on.,Nov,8,2019,1,anger,0.9737581610679626,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.692479071428571
joker,"drama, thriller, crime",60410400.74223616,368478903.6261172,0.3109273663279596,816617500.0061492,0.6890726336720403,1185096403.6322663,122,r,0.89,0.68,"Forever alone in a crowd, failed comedian Arthur Fleck seeks connection as he walks the streets of Gotham City. Arthur wears two masks -- the one he paints for his day job as a clown, and the guise he projects in a futile attempt to feel like he's part of the world around him. Isolated, bullied and disregarded by society, Fleck begins a slow descent into madness as he transforms into the criminal mastermind known as the Joker.",Oct,4,2019,1,sadness,0.4928759038448334,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.617423309090906
jonah hex,"drama, thriller, action, fantasy",63546309.28279068,14260220.402633604,0.9673314860658854,481593.14116986434,0.0326685139341147,14741813.543803466,81,pg-13,0.2,0.12,"Having cheated death, gunslinger and bounty hunter Jonah Hex has one foot in the natural world and one in the supernatural. His unusual nature gives him the ability to track down anyone or anything, so the Army makes him an irresistible offer: It will erase the warrants on his head if he will find Quentin Turnbull. Turnbull, his oldest enemy, is preparing to unleash hell on Earth and will stop at nothing to kill him.",Jun,18,2010,0,neutral,0.5800663828849792,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2319853617021276
jonah: a veggietales movie,adventure,22747073.604264703,41548100.23982056,0.9985384699520424,60812.676490029946,0.0014615300479573,41608912.916310586,83,g,0.75,0.65,A fussy asparagus (Phil Vischer) makes his way across deserts and seas to deliver a message from God to a sinful city.,Oct,4,2002,0,disgust,0.9734804034233092,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8291985
josie and the pussycats,"comedy, teen, musical",38117472.46770871,24726137.33403445,0.9599758240523772,1030904.3690130308,0.0400241759476228,25757041.703047484,98,pg-13,0.52,0.53,"Josie, Melody and Val are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune.",Apr,11,2001,0,neutral,0.7516010403633118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6757279545454545
journey 2: the mysterious island,"action, adventure, family",103390387.67594773,135926020.8510931,0.3097900142006081,302842224.15461147,0.6902099857993919,438768245.0057046,94,pg,0.59,0.45,"Now 17, Sean Anderson (Josh Hutcherson) receives a coded distress signal from an island where none should exist. Knowing that he will not be able to dissuade Sean from tracking the signal to its source, Hank (Dwayne Johnson), Sean's new stepfather, joins the teen on a quest to the South Pacific. Together with helicopter pilot Gabato (Luis Guzmán) and Gabato's feisty daughter, Kailani (Vanessa Hudgens), they set out to find the island and rescue its sole human inhabitant (Michael Caine).",Feb,10,2012,1,neutral,0.7130975127220154,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.243801139240507
journey to the center of the earth,"action, adventure, fantasy, indie, sci-fi",61781287.02448631,139631708.3247679,0.4164240701473997,195679620.52167243,0.5835759298526002,335311328.8464403,93,pg,0.51,0.6,"During an expedition to Iceland, professor Trevor Anderson (Brendan Fraser), his nephew Sean (Josh Hutcherson) and their guide, Hannah (Anita Briem), get trapped in a cavern. As they follow their only escape route deeper and deeper below the Earth's surface, they pass through strange places and encounter incredible creatures, including dinosaurs. But as volcanic activity around them increases, they realize they must find their way out -- soon.",Jul,11,2008,1,fear,0.7835781574249268,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.427393066666667
joy,"drama, biography",72995912.8629496,68678486.8679692,0.5581822044737669,54361062.436037526,0.4418177955262332,123039549.30400673,124,pg-13,0.57,0.61,"A story of a family across four generations, centered on the girl who becomes the woman (Jennifer Lawrence) who founds a business dynasty and becomes a matriarch in her own right. Facing betrayal, treachery, the loss of innocence and the scars of love, Joy becomes a true boss of family and enterprise. Allies become adversaries and adversaries become allies, both inside and outside the family, as Joy's inner life and fierce imagination carry her through the storm she faces.",Dec,25,2015,0,anger,0.5669556856155396,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.68556765
joy ride,"thriller, horror, crime",39850084.85260456,38074016.81648313,0.5997057051094132,25413818.12004916,0.4002942948905868,63487834.93653229,97,r,0.66,0.74,"It's summer break and college freshman Lewis Thomas (Paul Walker) has decided to embark on a cross-country road trip to pick up the girl of his dreams, Venna (Leelee Sobieski). But Lewis' romantic hopes hit a detour when he stops on the way to rescue his older brother, Fuller (Steve Zahn), who goads him into playing a practical joke on a lonely trucker, over a CB radio. Now, that trucker, an unseen and terrifying force known only by his CB handle, Rusty Nail, wants the last laugh and revenge.",Oct,5,2001,0,fear,0.8777217268943787,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5931668695652172
judy moody and the not bummer summer,"comedy, adventure, family",26631312.978845272,19991660.60524201,0.956792916482917,902788.1943263653,0.0432070835170829,20894448.79956838,93,pg,0.41,0.22,"Judy (Jordana Beatty) has planned the most awesome summer ever and can't wait to have adventures with her best friends, Rocky and Amy. Then she finds out that Rocky is off to tame lions and that Amy is flying to Borneo with her mother to save a lost tribe. Judy is bummed to be left home with her rotten brother, Stink (Parris Mosteller), and her second-best friend, Frank Pearl. And, what's worse, her parents go to California and leave her with an aunt (Heather Graham) she's never even met.",Jun,10,2011,0,sadness,0.5327122211456299,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.784582
"juliet, naked","comedy, romance film",6821229.203724239,3916403.062960602,0.5973297419630258,2640114.6990547106,0.4026702580369742,6556517.762015313,98,r,0.74,0.82,Annie breaks up with her longtime boyfriend Duncan -- a teacher who's obsessed with former 1990s rocker Tucker Crowe. She soon develops an unexpected bond with Tucker when he visits his pregnant daughter in London.,Aug,17,2018,0,sadness,0.7357580661773682,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9611930000000001
jumanji: the next level,"comedy, action, adventure, fantasy",137296365.323264,351824638.1333336,0.3995476932194655,528732662.2940814,0.6004523067805344,880557300.427415,123,pg-13,0.87,0.72,"When Spencer goes back into the fantastical world of Jumanji, pals Martha, Fridge and Bethany re-enter the game to bring him home. But the game is now broken -- and fighting back. Everything the friends know about Jumanji is about to change, as they soon discover there's more obstacles and more danger to overcome.",Dec,13,2019,1,anger,0.3770101964473724,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.413551432
